Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2010,I,Melocactus glaucescens,,Caryophyllales,Cactaceae,Melocactus,CH,NL,,5,,live,,T,A
2010,I,Pediocactus bradyi,,Caryophyllales,Cactaceae,Pediocactus,IL,DE,,,1,live,,T,D
2010,I,Pediocactus knowltonii,,Caryophyllales,Cactaceae,Pediocactus,CH,DE,,,9,live,,T,D
2010,I,Pelecyphora aselliformis,,Caryophyllales,Cactaceae,Pelecyphora,AU,CZ,,20,20,live,,T,D
2010,I,Pelecyphora aselliformis,,Caryophyllales,Cactaceae,Pelecyphora,US,TH,,3,,live,,T,D
2010,I,Pelecyphora strobiliformis,,Caryophyllales,Cactaceae,Pelecyphora,AU,CZ,,30,30,live,,T,D
2010,I,Pelecyphora strobiliformis,,Caryophyllales,Cactaceae,Pelecyphora,CH,DE,,,15,live,,T,D
2010,I,Strombocactus disciformis,,Caryophyllales,Cactaceae,Strombocactus,AU,CZ,,30,30,live,,T,D
2010,I,Strombocactus disciformis,,Caryophyllales,Cactaceae,Strombocactus,CH,DE,,,18,live,,T,D
2010,I,Turbinicarpus gielsdorfianus,,Caryophyllales,Cactaceae,Turbinicarpus,CH,DE,,,1,live,,T,D
2010,I,Turbinicarpus hoferi,,Caryophyllales,Cactaceae,Turbinicarpus,CH,DE,,,1,live,,T,D
2010,I,Turbinicarpus pseudomacrochele,,Caryophyllales,Cactaceae,Turbinicarpus,CH,DE,,,1,live,,T,D
2010,I,Turbinicarpus pseudopectinatus,,Caryophyllales,Cactaceae,Turbinicarpus,AU,CZ,,40,40,live,,T,D
2010,I,Turbinicarpus pseudopectinatus,,Caryophyllales,Cactaceae,Turbinicarpus,CH,DE,,,1,live,,T,D
2010,I,Turbinicarpus pseudopectinatus,,Caryophyllales,Cactaceae,Turbinicarpus,CH,FR,,,1,live,,T,A
2010,I,Turbinicarpus saueri,,Caryophyllales,Cactaceae,Turbinicarpus,CH,DE,,,1,live,,T,D
2010,I,Turbinicarpus schmiedickeanus,,Caryophyllales,Cactaceae,Turbinicarpus,AU,CZ,,20,20,live,,T,D
2010,I,Turbinicarpus schmiedickeanus,,Caryophyllales,Cactaceae,Turbinicarpus,CH,DE,,,2,live,,T,D
2010,I,Turbinicarpus schmiedickeanus,,Caryophyllales,Cactaceae,Turbinicarpus,CH,FR,,,1,live,,T,A
2010,I,Turbinicarpus valdezianus,,Caryophyllales,Cactaceae,Turbinicarpus,AU,CZ,,40,40,live,,T,D
2010,I,Turbinicarpus valdezianus,,Caryophyllales,Cactaceae,Turbinicarpus,CH,DE,,,2,live,,T,D
2010,I,Uebelmannia pectinifera,,Caryophyllales,Cactaceae,Uebelmannia,CH,DE,,,1,live,,T,D
2010,I,Uebelmannia pectinifera,,Caryophyllales,Cactaceae,Uebelmannia,DE,US,,40,40,live,,T,D
2010,I,Vultur gryphus,Aves,Falconiformes,Cathartidae,Vultur,KZ,UZ,,,1,live,,T,C
2010,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,TH,BE,DE,,6,live,,T,C
2010,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,TH,DE,,2,,live,,T,C
2010,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,US,GD,,2,,meat,kg,T,I
2010,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,DO,XX,1.61,,meat,kg,T,I
2010,I,Caloenas nicobarica,Aves,Columbiformes,Columbidae,Caloenas,KW,ZA,,18,,live,,T,C
2010,I,Caloenas nicobarica,Aves,Columbiformes,Columbidae,Caloenas,KW,ZA,,,16,live,,T,D
2010,I,Caloenas nicobarica,Aves,Columbiformes,Columbidae,Caloenas,PA,NL,,,6,live,,T,C
2010,I,Saussurea costus,,Asterales,Compositae,Saussurea,JP,MY,,,208.08,live,,T,A
2010,I,Dudleya spp.,,Rosales,Crassulaceae,Dudleya,CH,BE,,4,,live,,T,A
2010,I,Dudleya spp.,,Rosales,Crassulaceae,Dudleya,CH,DE,,16,,live,,T,A
2010,I,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,SA,QA,IR,,2,live,,T,C
2010,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,BD,MY,,60,60,live,,T,D
2010,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,MY,,300,,meat,kg,T,D
2010,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IR,MY,,15,15,live,,T,D
2010,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,TH,,,2,live,,T,D
2010,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CA,CN,TH,120.96,,meat,kg,T,D
2010,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CA,HK,TH,,120.96,meat,kg,T,D
2010,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,TH,,46500,50200,live,,T,D
2010,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,TH,,,11060,meat,kg,T,D
2010,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,VN,,5200,10600,live,,T,D
2010,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,VN,,,14,meat,kg,T,D
2010,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,DE,VN,,100,100,meat,kg,T,D
2010,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,TH,,201659.34,234006.08,meat,kg,T,D
2010,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,TH,,,223,live,,T,D
2010,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,TH,,,440,meat,kg,T,D
2010,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,JP,VN,,4,4,meat,kg,T,D
2010,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,TH,,,30,live,,T,D
2010,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,TH,,200,520,meat,kg,T,D
2010,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,LA,TH,,,20,live,,T,D
2010,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,RU,VN,,,5,meat,kg,T,D
2010,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,SE,TH,,,1,live,,T,D
2010,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,TW,TH,,,1660,meat,kg,T,D
2010,I,Crocodylus siamensis,Reptilia,Crocodylia,Crocodylidae,Crocodylus,VN,TH,,1500,,live,,T,D
2010,I,Tomistoma schlegelii,Reptilia,Crocodylia,Crocodylidae,Tomistoma,DE,MY,,,8,live,,T,D
2010,I,Tomistoma schlegelii,Reptilia,Crocodylia,Crocodylidae,Tomistoma,DE,MY,,,8,live,,T,F
2010,I,Cycas pectinata,,Cycadales,Cycadaceae,Cycas,AU,TH,,16,,live,,T,A
2010,I,Dermochelys coriacea,Reptilia,Testudines,Dermochelyidae,Dermochelys,DE,ZA,,,22,live,,T,W
2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,NL,CH,XX,,1,live,,T,O
2010,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,NI,PA,MX,,2,live,,T,C
2010,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CN,GB,XX,,1,live,,T,O
2010,I,Euphorbia ambovombensis,,Euphorbiales,Euphorbiaceae,Euphorbia,CA,US,,,32,live,,T,D
2010,I,Euphorbia ambovombensis,,Euphorbiales,Euphorbiaceae,Euphorbia,DE,ZA,,,180,live,,T,A
2010,I,Euphorbia ambovombensis,,Euphorbiales,Euphorbiaceae,Euphorbia,DE,ZA,,180,,live,,T,D
2010,I,Euphorbia ambovombensis,,Euphorbiales,Euphorbiaceae,Euphorbia,GB,ZA,,30,30,live,,T,D
2010,I,Euphorbia ambovombensis,,Euphorbiales,Euphorbiaceae,Euphorbia,US,TH,,45,,live,,T,D
2010,I,Euphorbia capsaintemariensis,,Euphorbiales,Euphorbiaceae,Euphorbia,CA,US,,,24,live,,T,D
2010,I,Euphorbia capsaintemariensis,,Euphorbiales,Euphorbiaceae,Euphorbia,CH,DE,,,10,live,,T,D
2010,I,Euphorbia capsaintemariensis,,Euphorbiales,Euphorbiaceae,Euphorbia,GB,ZA,,30,,live,,T,D
2010,I,Euphorbia capsaintemariensis,,Euphorbiales,Euphorbiaceae,Euphorbia,US,TH,,2,,live,,T,D
2010,I,Euphorbia cylindrifolia,,Euphorbiales,Euphorbiaceae,Euphorbia,CA,US,,,26,live,,T,D
2010,I,Euphorbia cylindrifolia,,Euphorbiales,Euphorbiaceae,Euphorbia,DE,ZA,,135,,live,,T,D
2010,I,Euphorbia cylindrifolia,,Euphorbiales,Euphorbiaceae,Euphorbia,GB,ZA,,30,,live,,T,D
2010,I,Euphorbia decaryi,,Euphorbiales,Euphorbiaceae,Euphorbia,CA,US,,,20,live,,T,D
2010,I,Euphorbia decaryi,,Euphorbiales,Euphorbiaceae,Euphorbia,CH,DE,,,1,live,,T,D
2010,I,Euphorbia decaryi,,Euphorbiales,Euphorbiaceae,Euphorbia,TW,US,,,100,live,,T,D
2010,I,Euphorbia decaryi var. spirosticha,,Euphorbiales,Euphorbiaceae,Euphorbia,CA,US,,,20,live,,T,D
2010,I,Euphorbia francoisii,,Euphorbiales,Euphorbiaceae,Euphorbia,CA,US,,,5,live,,T,D
2010,I,Euphorbia francoisii,,Euphorbiales,Euphorbiaceae,Euphorbia,CH,DE,,,8,live,,T,D
2010,I,Euphorbia moratii,,Euphorbiales,Euphorbiaceae,Euphorbia,DE,ZA,,250,,live,,T,D
2010,I,Euphorbia moratii,,Euphorbiales,Euphorbiaceae,Euphorbia,GB,ZA,,30,,live,,T,D
2010,I,Euphorbia tulearensis,,Euphorbiales,Euphorbiaceae,Euphorbia,CH,DK,,12,,live,,T,A
2010,I,Falco spp.,Aves,Falconiformes,Falconidae,Falco,NE,SA,,34,,live,,T,R
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,AE,BE,DE,,106,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,AE,BE,,,30,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,AE,CZ,,1,30,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,AE,CZ,,,5,live,,T,D
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,AE,DE,AT,,2,live,,T,D
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,AE,DE,GB,,1,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,AE,DE,NL,,3,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,AE,DE,,6,18,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,AE,DE,,,352,live,,T,D
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,AE,DK,,,37,live,,T,D
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,AE,ES,AT,,8,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,AE,ES,AT,,1,live,,T,D
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,AE,ES,DE,,10,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,AE,ES,DE,,46,live,,T,D
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,AE,ES,,4,613,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,AE,ES,,,1,live,,T,D
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,AE,GB,,6,,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,AE,GB,,2,,live,,T,D
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,AE,RS,,,10,live,,T,D
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,AE,US,,15,64,live,,T,D
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,BH,CZ,,,1,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,BH,CZ,,,15,live,,T,D
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,CA,US,,1,2,live,,T,D
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,CH,DE,,,1,live,,T,D
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,CH,FR,,,1,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,CL,CZ,,,1,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,ES,CA,,,2,live,,T,D
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,IQ,KW,GB,,27,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,IQ,KW,,,47,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,JP,CA,,,5,live,,T,D
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,KW,AE,AT,16,,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,KW,AE,AT,3,,live,,T,D
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,KW,AE,GB,16,,live,,T,D
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,KW,BE,DE,38,36,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,KW,ES,,3,3,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,KW,GB,,44,,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,KW,GB,,19,,live,,T,D
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,KW,SA,,,46,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,KW,SA,,,48,live,,T,D
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,KW,US,,,3,live,,T,D
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,MA,FR,,,3,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,SA,AE,,1,,live,,T,D
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,SA,DE,NL,,12,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,SA,DE,NL,,7,live,,T,D
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,SA,DE,,,13,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,SA,DE,,22,18,live,,T,D
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,SA,ES,DE,,1,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,SA,ES,,,7,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,SA,KW,AT,,22,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,SA,KW,DE,,32,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,SA,KW,DE,,18,live,,T,D
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,SA,KW,GB,,148,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,SA,KW,GB,,108,live,,T,D
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,SA,KW,,92,,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,SA,KW,,61,,live,,T,D
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,SY,KW,GB,,3,live,,T,C
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,SY,KW,GB,,12,live,,T,D
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,TW,CA,,,3,live,,T,D
2010,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,US,AE,US,8,,live,,T,D
2010,I,Falconidae spp.,Aves,Falconiformes,Falconidae,,AE,AT,,,20,live,,T,C
2010,I,Falconidae spp.,Aves,Falconiformes,Falconidae,,AT,US,,2,,live,,T,D
2010,I,Falco pelegrinoides,Aves,Falconiformes,Falconidae,Falco,AE,GB,,,2,live,,T,C
2010,I,Falco pelegrinoides,Aves,Falconiformes,Falconidae,Falco,AT,AE,DE,2,,live,,T,C
2010,I,Falco pelegrinoides babylonicus,Aves,Falconiformes,Falconidae,Falco,AE,ES,,,1,live,,T,C
2010,I,Falco peregrinus,Aves,Falconiformes,Falconidae,Falco,AE,AT,,,2,live,,T,C
2010,I,Falco peregrinus,Aves,Falconiformes,Falconidae,Falco,AE,BE,DE,,1,live,,T,C
2010,I,Falco peregrinus,Aves,Falconiformes,Falconidae,Falco,AE,BE,,,2,live,,T,C
